vote,age,marital,education,union,race,gender
1,64,No longer married,Graduate degree,0,Other,Male
1,69,Married,Some college,0,White,Female
1,53,Never married,Some college,0,Black,Female
0,74,Married,College degree,0,White,Male
1,47,No longer married,Graduate degree,0,White,Female
1,34,Never married,Graduate degree,0,Black,Female
0,44,Married,HS diploma,0,White,Male
1,37,Never married,College degree,1,Hispanic,Female
0,33,Married,Some college,1,White,Male
1,49,Married,Graduate degree,0,White,Female
0,48,No longer married,College degree,0,White,Male
0,67,Never married,Some college,1,White,Male
0,55,Never married,Some college,1,White,Male
0,35,Married,Less than HS,0,Other,Male
1,61,No longer married,HS diploma,0,Black,Female
1,43,Married,Some college,0,Hispanic,Male
0,23,Never married,Less than HS,1,Hispanic,Female
0,58,Married,Some college,1,White,Male
1,59,No longer married,Some college,0,White,Female
0,65,No longer married,Some college,0,White,Female
1,82,Married,College degree,1,White,Male
0,36,No longer married,College degree,1,White,Female
1,38,Married,Graduate degree,0,White,Female
0,54,No longer married,HS diploma,0,White,Male
1,26,Married,Some college,0,Hispanic,Female
0,34,Married,Some college,0,White,Male
1,49,Never married,College degree,1,White,Male
1,42,No longer married,College degree,1,White,Female
0,52,No longer married,HS diploma,0,White,Female
1,21,Never married,Some college,0,Other,Male
1,37,Married,College degree,0,White,Female
0,82,Married,Less than HS,0,White,Male
1,39,No longer married,Some college,0,Black,Female
1,52,Married,College degree,0,White,Male
